Symbol,Long/Short,Entry Price,Exit Price,Entry Date,Exit Date,Profit/Loss $,Profit/Loss %,Year
QCOM,Long,4/23/2018,$50.25 ,$53.05 ,5/7/2018,5.57%,2015,
AA,Long,4/24/2018,$49.95 ,$54.95 ,4/26/2018,10.01%,2015,
SQ,Short,6/27/2017,$25.34 ,$44.40 ,4/24/2018,-75.22%,2015,
GE,Long,4/25/2018,$13.99 ,$15.09 ,5/16/2018,7.86%,2015,
OLED,Long,4/27/2018,$88.50 ,$95.60 ,5/4/2018,8.02%,2015,
MMM,Long,5/1/2018,$192.00 ,$202.05 ,5/8/2018,5.23%,2015,
UGLD,Long,5/1/2018,$10.59 ,$9.27 ,6/28/2018,-12.46%,2015,
UTX,Long,5/1/2018,$117.87 ,$123.55 ,5/14/2018,4.81%,2015,
FRED,Long,5/2/2018,$1.84 ,$2.05 ,6/15/2018,11.41%,2015,
KNDI,Long,5/4/2018,$5.00 ,$5.55 ,5/10/2018,11.00%,2015,
AAPL,Short,5/7/2018,$196.67 ,$219.25 ,8/28/2018,-11.48%,2015,
SCO,Long,5/7/2018,$16.38 ,$17.31 ,5/25/2018,5.67%,2015,
NFLX,Short,5/9/2018,$340.50 ,$392.50 ,6/14/2018,-15.27%,2015,
FB,Long,5/10/2018,$193.05 ,$214.30 ,7/24/2018,-10.62%,2015,
VXX,Long,5/10/2018,$35.05 ,$37.45 ,5/29/2018,6.85%,2015,
DCIX,Long,5/10/2018,$1.80 ,$2.16 ,6/22/2018,20.00%,2015,
SOXS,Long,5/14/2018,$9.71 ,$10.81 ,6/25/2018,11.33%,2015,
GDDY,Long,5/18/2018,$74.07 ,$82.57 ,9/11/2018,-11.47%,2015,
WLL,Short,5/21/2018,$53.45 ,$47.65 ,5/25/2018,10.85%,2015,
CSX,Short,5/22/2018,$66.25 ,$75.50 ,8/27/2018,-13.96%,2015,
MU,Short,5/29/2018,$63.60 ,$59.10 ,5/31/2018,7.08%,2015,
AMZN,Long,6/4/2018,"$1,684.88 ","$1,846.25 ",7/25/2018,-9.34%,2015,
MSFT,Long,6/4/2018,$104.03 ,$114.24 ,9/21/2018,-9.81%,2015,
SQQQ,Long,6/5/2018,$13.32 ,$14.49 ,6/25/2018,8.78%,2015,
TZA,Long,6/6/2018,$8.23 ,$9.07 ,10/2/2018,10.20%,2015,
AMD,Short,6/6/2018,$16.03 ,$14.95 ,6/25/2018,6.74%,2015,
VXX,Long,6/6/2018,$32.20 ,$35.95 ,6/25/2018,11.65%,2015,
CCL,Long,6/6/2018,$61.47 ,$61.63 ,6/25/2018,0.52%,2015,
TSRO,Long,6/11/2018,$42.96 ,$39.70 ,6/15/2018,-7.58%,2015,
INTU,Long,6/18/2018,$209.50 ,$198.90 ,6/27/2018,5.06%,2015,
NFLX,Short,6/20/2018,$416.50 ,$385.00 ,6/25/2018,7.56%,2015,
CELG,Long,6/21/2018,$79.15 ,$83.40 ,7/9/2018,5.37%,2015,
NFLX,Short,6/27/2018,$411.35 ,$390.35 ,6/27/2018,5.11%,2015,
SCO,Long,6/27/2018,$15.76 ,$16.90 ,7/16/2018,7.23%,2015,
SBUX,Long,6/28/2018,$47.48 ,$50.75 ,7/24/2018,6.08%,2015,
SQQQ,Long,7/6/2018,$13.20 ,$11.60 ,8/27/2018,-12.12%,2015,
SPXS,Long,7/6/2018,$24.85 ,$22.62 ,8/21/2018,-8.97%,2015,
NFLX,Short,7/9/2018,$416.00 ,$396.00 ,7/13/2018,4.81%,2015,
VXX,Long,7/9/2018,$32.72 ,$28.62 ,8/7/2018,-12.56%,2015,
INTU,Long,7/10/2018,$212.95 ,$202.85 ,7/30/2018,4.74%,2015,
SOXS,Long,7/18/2018,$9.99 ,$11.40 ,8/17/2018,14.11%,2015,
USLV,Long,7/19/2018,$70.00 ,$71.00 ,12/27/2018,1.43%,2015,
APRN,Long,7/23/2018,$2.85 ,$3.17 ,7/23/2018,11.23%,2015,
NTAP,Short,7/25/2018,$81.30 ,$76.82 ,10/10/2018,5.51%,2015,
SCO,Long,7/26/2018,$15.82 ,$17.56 ,8/13/2018,11.00%,2015,
VIRT,Long,8/1/2018,$21.40 ,$22.20 ,8/21/2018,7.92%,2015,
FAZ,Long,8/7/2018,$9.47 ,$9.70 ,9/28/2018,2.43%,2015,
NWL,Long,8/8/2018,$20.22 ,$22.22 ,8/27/2018,10.00%,2015,
INTU,Short,8/9/2018,$219.35 ,$208.55 ,10/11/2018,5.00%,2015,
TEVA,Long,8/9/2018,$22.70 ,$23.35 ,9/4/2018,2.86%,2015,
ROST,Short,8/10/2018,$92.35 ,$83.50 ,11/20/2018,9.58%,2015,
TVIX,Long,8/10/2018,$30.10 ,$35.00 ,8/10/2018,13.62%,2015,
UGLD,Long,8/13/2018,$7.96 ,$8.33 ,8/27/2018,4.65%,2015,
AMZN,Short,8/14/2018,"$1,983.50 ","$1,890.00 ",9/17/2018,4.71%,2015,
MU,Long,8/15/2018,$46.45 ,$49.50 ,8/21/2018,6.57%,2015,
JCP,Long,8/17/2018,$1.74 ,$1.97 ,9/19/2018,13.22%,2015,
TVIX,Long,8/20/2018,$31.07 ,$34.77 ,8/21/2018,11.92%,2015,
TVIX,Long,8/22/2018,$31.25 ,$35.25 ,9/6/2018,12.45%,2015,
SOXS,Long,8/23/2018,$9.66 ,$12.52 ,9/12/2018,8.90%,2015,
SCO,Long,8/24/2018,$15.15 ,$12.55 ,10/3/2018,-17.16%,2015,
AMD,Short,8/27/2018,$26.29 ,$31.28 ,9/12/2018,-18.98%,2015,
NFLX,Short,8/27/2018,$367.50 ,$332.00 ,10/10/2018,9.66%,2015,
JD,Long,9/5/2018,$26.95 ,$29.00 ,9/13/2018,7.61%,2015,
F,Long,9/10/2018,$8.81 ,$9.00 ,10/25/2018,2.16%,2015,
QCOM,Long,9/11/2018,$59.37 ,$60.37 ,12/3/2018,1.68%,2015,
WDC,Long,9/11/2018,$55.20 ,$58.30 ,9/18/2018,5.62%,2015,
HD,Short,9/11/2018,$213.05 ,$201.65 ,10/4/2018,5.35%,2015,
TVIX,Long,9/12/2018,$27.55 ,$31.15 ,10/5/2018,13.07%,2015,
INTC,Long,9/12/2018,$44.77 ,$47.41 ,10/2/2018,5.89%,2015,
QID,Long,9/14/2018,$36.05 ,$37.12 ,9/17/2018,3.00%,2015,
JD,Long,9/17/2018,$25.75 ,$27.05 ,9/19/2018,5.00%,2015,
TLRY,Short,9/18/2018,$190.00 ,$152.00 ,9/19/2018,20.00%,2015,
TLRY,Short,9/19/2018,$217.00 ,$160.00 ,9/20/2018,26.67%,2015,
SNAP,Long,9/24/2018,$8.40 ,$8.50 ,2/5/2019,1.20%,2015,
AMZN,Short,9/25/2018,"$1,991.50 ","$1,873.50 ",10/5/2018,5.93%,2015,
SQQQ,Long,9/25/2018,$11.15 ,$12.35 ,10/5/2018,10.76%,2015,
SPXS,Long,10/1/2018,$21.04 ,$22.52 ,10/8/2018,7.03%,2015,
BOX,Long,10/3/2018,$22.28 ,$19.19 ,10/18/2018,-13.80%,2015,
JD,Long,10/5/2018,$23.95 ,$25.75 ,2/5/2019,7.52%,2015,
SFIX,Long,10/8/2018,$25.07 ,$26.77 ,10/16/2018,6.78%,2015,
SOHU,Long,10/8/2018,$16.75 ,$18.33 ,10/12/2018,9.43%,2015,
BABA,Long,10/9/2018,$145.20 ,$150.00 ,11/1/2018,3.30%,2015,
TNA,Long,10/10/2018,$70.54 ,$73.60 ,10/16/2018,4.34%,2015,
TQQQ,Long,10/10/2018,$54.82 ,$61.65 ,10/16/2018,9.45%,2015,
HD,Long,10/11/2018,$184.75 ,$188.65 ,11/8/2018,2.11%,2015,
FAS,Long,10/11/2018,$58.50 ,$61.65 ,10/16/2018,5.39%,2015,
TOL,Long,10/17/2018,$30.15 ,$34.00 ,10/31/2018,12.77%,2015,
YINN,Long,10/18/2018,$17.82 ,$20.13 ,11/1/2018,12.96%,2015,
WYNN,Long,10/23/2018,$97.50 ,$106.30 ,11/1/2018,9.03%,2015,
GM,Long,10/23/2018,$32.07 ,$34.05 ,10/30/2018,6.17%,2015,
STT,Long,10/23/2018,$68.85 ,$73.97 ,12/3/2018,7.42%,2015,
BX,Long,10/24/2018,$32.22 ,$33.11 ,11/15/2018,2.75%,2015,
SOXL,Long,10/24/2018,$90.05 ,$101.25 ,10/31/2018,11.20%,2015,
NVDA,Long,10/24/2018,$199.50 ,$210.75 ,10/31/2018,5.64%,2015,
VLO,Long,10/24/2018,$87.50 ,$93.30 ,10/31/2018,6.63%,2015,
THO,Long,10/29/2018,$65.45 ,$69.05 ,10/31/2018,5.50%,2015,
GE,Long,10/30/2018,$9.35 ,$7.67 ,11/20/2018,-17.96%,2015,
UCO,Long,11/6/2018,$24.45 ,$18.92 ,11/20/2018,-22.57%,2015,
IQ,Long,11/12/2018,$19.80 ,$21.80 ,12/3/2018,10.00%,2015,
BBBY,Long,11/12/2018,$13.10 ,$14.65 ,1/9/2019,11.83%,2015,
AAPL,Long,11/14/2018,$184.12 ,$171.12 ,2/4/2019,-7.06%,2015,
GS,Long,11/14/2018,$192.10 ,$168.47 ,11/14/2018,-12.30%,2015,
OIH,Long,11/14/2018,$17.75 ,$16.42 ,1/9/2019,-7.49%,2015,
VLO,Long,11/14/2018,$80.47 ,$83.57 ,12/3/2018,3.85%,2015,
TNA,Long,11/15/2018,$60.50 ,$66.00 ,12/3/2018,9.10%,2015,
SSO,Long,11/15/2018,$107.68 ,$109.88 ,11/19/2018,2.20%,2015,
FB,Long,11/19/2018,$132.25 ,$140.25 ,11/30/2018,6.05%,2015,
OSTK,Long,11/26/2018,$17.46 ,$19.25 ,11/28/2018,10.25%,2015,
THO,Long,11/29/2018,$64.70 ,$71.42 ,12/3/2018,10.39%,2015,
THO,Long,12/4/2018,$60.08 ,$60.23 ,1/9/2019,0.25%,2015,
SLB,Long,12/4/2018,$42.67 ,$41.40 ,1/9/2019,-2.97%,2015,
TNA,Long,12/6/2018,$47.97 ,$48.07 ,1/7/2019,0.21%,2015,
JPM,Long,12/6/2018,$103.50 ,$101.08 ,1/14/2019,-2.33%,2015,
VLO,Long,12/6/2018,$75.55 ,$80.10 ,1/17/2019,6.02%,2015,
NVDA,Long,12/7/2018,$137.62 ,$151.40 ,1/14/2019,10.01%,2015,
FDX,Long,12/10/2018,$188.25 ,$172.25 ,1/14/2019,-8.49%,2015,
FAS,Long,12/10/2018,$50.15 ,$49.05 ,1/10/2019,-2.19%,2015,
SHAK,Long,12/12/2018,$46.36 ,$50.05 ,1/11/2019,7.95%,2015,
UCO,Long,12/18/2018,$14.15 ,$15.57 ,1/7/2019,10.00%,2015,
BABA,Long,12/19/2018,$136.35 ,$150.00 ,1/9/2019,10.01%,2015,
IQ,Long,12/19/2018,$16.05 ,$17.38 ,1/9/2019,8.29%,2015,
QLD,Long,12/20/2018,$62.36 ,$66.28 ,12/26/2018,6.29%,2015,
X,Long,12/20/2018,$18.82 ,$20.75 ,1/7/2019,10.26%,2015,
XRT,Long,12/20/2018,$39.44 ,$42.60 ,1/8/2019,8.01%,2015,
ITB,Long,12/24/2018,$29.60 ,$30.73 ,1/7/2019,7.44%,2015,
QLD,Long,12/27/2018,$61.73 ,$67.92 ,12/28/2018,10.03%,2015,
IBB,Long,1/3/2017,$266.80 ,$280.60 ,1/6/2017,5.17%,2015,
EBIO,Long,1/3/2017,$1.93 ,$2.33 ,1/4/2017,20.07%,2015,
TWLO,Long,1/3/2017,$27.33 ,$32.40 ,2/6/2017,18.55%,2015,
CMG,Long,1/4/2017,$381.35 ,$416.70 ,1/10/2017,9.23%,2015,
LRCX,Short,1/9/2017,$117.68 ,$139.90 ,4/21/2017,-18.88%,2015,
AXP,Short,1/10/2017,$83.12 ,$87.84 ,2/9/2018,-5.67%,2015,
M,Long,1/10/2017,$30.30 ,$33.10 ,2/3/2017,9.24%,2015,
FIT,Long,1/12/2017,$7.71 ,$5.81 ,2/7/2017,-21.17%,2015,
AMZN,Short,1/13/2017,$844.02 ,$925.00 ,4/28/2017,-9.58%,2015,
FB,Short,1/13/2017,$130.81 ,$145.50 ,4/24/2017,-11.23%,2015,
ENDP,Long,1/13/2017,$12.50 ,$13.75 ,2/15/2017,10.00%,2015,
TVIX,Long,1/17/2017,$5.71 ,$4.47 ,2/13/2017,-21.58%,2015,
CSX,Short,1/19/2017,$45.41 ,$42.95 ,1/20/2017,5.42%,2015,
CSX,Short,1/23/2017,$46.85 ,$48.67 ,2/9/2018,-3.88%,2015,
IBM,Long,1/24/2017,$175.50 ,$169.39 ,4/11/2017,3.48%,2015,
SCON,Long,1/25/2017,$1.05 ,$1.70 ,2/16/2017,47.83%,2015,
SQQQ,Long,1/26/2017,$42.95 ,$37.53 ,3/15/2017,-12.62%,2015,
MU,Short,1/31/2017,$32.21 ,$37.54 ,2/9/2018,-16.50%,2015,
GE,Long,1/31/2017,$29.63 ,$30.50 ,4/20/2017,2.93%,2015,
SOXX,Long,2/3/2017,$8.25 ,$8.55 ,4/12/2017,3.64%,2015,
DUST,Long,2/6/2017,$26.30 ,$28.85 ,2/22/2017,9.70%,2015,
AMD,Short,2/7/2017,$14.25 ,$12.65 ,2/17/2017,12.65%,2015,
SPXU,Long,2/9/2017,$18.52 ,$11.31 ,12/28/2017,-38.93%,2015,
AA,Short,2/14/2017,$39.05 ,$36.45 ,2/16/2017,6.66%,2015,
TSLA,Short,2/14/2017,$284.50 ,$264.50 ,2/17/2017,7.03%,2015,
TZA,Long,2/21/2017,$17.55 ,$20.12 ,3/22/2017,14.64%,2015,
VVUS,Long,2/22/2017,$1.11 ,$1.22 ,6/2/2017,10.00%,2015,
AMD,Short,2/22/2017,$14.80 ,$13.35 ,3/3/2017,9.80%,2015,
MMM,Short,2/24/2017,$197.07 ,$218.83 ,2/9/2018,-11.04%,2015,
AAPL,Short,2/28/2017,$145.45 ,$152.86 ,2/9/2018,-5.09%,2015,
NUGT,Long,3/7/2017,$7.50 ,$8.30 ,3/13/2017,10.67%,2015,
USLV,Long,3/9/2017,$13.50 ,$14.11 ,3/15/2017,4.52%,2015,
SINO,Long,3/10/2017,$2.60 ,$3.15 ,3/16/2017,21.15%,2015,
HD,Short,3/15/2017,$147.10 ,$176.08 ,2/9/2018,-19.70%,2015,
FIT,Long,3/17/2017,$5.68 ,$6.65 ,5/4/2017,17.08%,2015,
EGLE,Long,3/20/2017,$5.29 ,$5.30 ,1/25/2018,0.19%,2015,
JCP,Long,3/22/2017,$5.57 ,$6.29 ,3/29/2017,12.93%,2015,
BAC,Long,3/28/2017,$23.40 ,$24.20 ,8/18/2017,3.22%,2015,
NTNX,Long,3/29/2017,$17.37 ,$18.17 ,5/22/2017,4.61%,2015,
ZEN,Long,3/31/2017,$27.43 ,$29.10 ,5/1/2017,6.08%,2015,
SCO,Long,4/4/2017,$35.79 ,$36.82 ,4/19/2017,2.88%,2015,
JRJC,Long,4/5/2017,$3.07 ,$3.50 ,4/12/2017,14.00%,2015,
KNDI,Long,4/5/2017,$3.80 ,$4.20 ,4/5/2017,10.53%,2015,
MNST,Long,4/5/2017,$46.18 ,$45.73 ,5/4/2017,-1.00%,2015,
CCIH,Long,4/10/2017,$1.50 ,$1.60 ,6/2/2017,6.67%,2015,
GILD,Long,4/11/2017,$65.90 ,$69.35 ,6/22/2017,5.24%,2015,
TWTR,Long,4/12/2017,$14.50 ,$16.40 ,4/25/2017,13.10%,2015,
TBT,Long,4/13/2017,$4.13 ,$38.25 ,5/17/2017,1.90%,2015,
GRPN,Long,4/20/2017,$3.81 ,$3.82 ,7/5/2017,0.26%,2015,
SOXX,Long,4/20/2017,$34.71 ,$30.20 ,6/12/2017,-12.99%,2015,
VXX,Long,4/24/2017,$15.28 ,$16.20 ,5/17/2017,6.23%,2015,
SQQQ,Long,4/25/2017,$34.77 ,$32.67 ,6/12/2017,-6.04%,2015,
FB,Short,4/28/2017,$161.40 ,$168.55 ,2/9/2018,-4.43%,2015,
USLV,Long,5/1/2017,$12.16 ,$12.60 ,5/16/2017,3.62%,2015,
T,Long,5/3/2017,$38.35 ,$36.34 ,7/25/2017,-5.24%,2015,
X,Long,5/3/2017,$20.96 ,$21.60 ,5/24/2017,3.05%,2015,
UCO,Long,5/4/2017,$15.23 ,$15.75 ,5/5/2017,3.41%,2015,
OIH,Long,5/4/2017,$26.46 ,$27.16 ,5/25/2017,2.65%,2015,
SWKS,Short,5/9/2017,$102.10 ,$94.90 ,6/29/2017,7.05%,2015,
JCP,Long,5/16/2017,$4.17 ,$4.76 ,5/30/2017,14.15%,2015,
FIT,Long,5/17/2017,$5.58 ,$6.39 ,9/11/2017,14.52%,2015,
EUO,Long,5/17/2017,$24.20 ,$22.15 ,7/21/2017,-8.47%,2015,
GM,Long,5/18/2017,$32.48 ,$35.02 ,7/13/2017,7.81%,2015,
TEVA,Long,5/18/2017,$29.85 ,$31.75 ,6/15/2017,6.37%,2015,
VXX,Long,5/19/2017,$45.51 ,$27.71 ,12/28/2017,-39.11%,2015,
SCO,Long,5/22/2017,$36.05 ,$39.20 ,5/25/2017,8.74%,2015,
AKAM,Long,5/25/2017,$50.24 ,$51.14 ,7/17/2017,6.45%,2015,
MCD,Short,5/26/2017,$150.05 ,$156.58 ,2/9/2018,-4.35%,2015,
TSLA,Short,5/31/2017,$345.78 ,$307.50 ,7/6/2017,11.07%,2015,
AMZN,Short,6/2/2017,"$1,006.00 ",$951.00 ,6/12/2017,5.47%,2015,
DSLV,Long,6/6/2017,$22.45 ,$24.49 ,6/9/2017,9.13%,2015,
EDZ,Long,6/8/2017,$14.15 ,$15.18 ,6/15/2017,7.28%,2015,
NVDA,Short,6/9/2017,$167.25 ,$149.75 ,6/9/2017,10.46%,2015,
KNDI,Long,6/15/2017,$4.05 ,$4.80 ,9/13/2017,18.52%,2015,
AMZN,Short,6/19/2017,$996.00 ,"$1,110.00 ",10/30/2017,-11.45%,2015,
FL,Long,6/20/2017,$50.32 ,$47.20 ,7/21/2017,-6.20%,2015,
UCO,Long,6/21/2017,$12.67 ,$13.08 ,6/22/2017,4.14%,2015,
WTW,Short,6/28/2017,$34.10 ,$31.80 ,6/29/2017,6.75%,2015,
SCO,Long,7/3/2017,$42.22 ,$44.45 ,7/5/2017,5.28%,2015,
JCP,Long,7/5/2017,$4.70 ,$5.33 ,7/25/2017,13.40%,2015,
ORLY,Long,7/5/2017,$176.70 ,$185.25 ,7/13/2017,4.84%,2015,
USLV,Long,7/7/2017,$9.50 ,$10.09 ,7/11/2017,6.21%,2015,
APRN,Long,7/7/2017,$3.84 ,$3.95 ,7/12/2018,3.00%,2015,
GE,Long,7/10/2017,$25.90 ,$24.61 ,8/18/2017,-1.08%,2015,
DF,Long,7/13/2017,$15.10 ,$14.99 ,8/7/2017,-0.73%,2015,
SQQQ,Long,7/14/2017,$28.68 ,$21.20 ,12/28/2017,-26.08%,2015,
WTW,Short,7/18/2017,$37.65 ,$33.85 ,8/2/2017,10.00%,2015,
NVDA,Long,7/19/2017,$176.90 ,$199.50 ,10/24/2018,-12.78%,2015,
SDS,Long,7/26/2017,$48.48 ,$40.90 ,12/28/2017,-15.63%,2015,
DSLV,Long,7/27/2017,$25.72 ,$28.29 ,8/4/2017,10.00%,2015,
EUO,Long,7/31/2017,$21.62 ,$21.42 ,5/1/2018,-0.90%,2015,
SDOW,Long,8/2/2017,$28.41 ,$19.38 ,12/28/2017,-31.78%,2015,
WTW,Short,8/8/2017,$45.50 ,$43.00 ,9/11/2017,5.50%,2015,
XRT,Long,8/15/2017,$38.64 ,$40.40 ,9/11/2017,4.56%,2015,
CCIH,Long,8/16/2017,$0.77 ,$1.12 ,10/6/2017,45.50%,2015,
RH,Long,8/21/2017,$46.86 ,$50.36 ,9/5/2017,7.47%,2015,
ALK,Long,8/22/2017,$77.35 ,$79.06 ,10/3/2017,2.21%,2015,
CMG,Long,8/23/2017,$299.88 ,$306.26 ,9/8/2017,2.10%,2015,
WEAT,Long,8/31/2017,$6.45 ,$6.66 ,9/26/2017,3.26%,2015,
SOXS,Long,9/12/2017,$22.64 ,$16.05 ,12/28/2017,-29.10%,2015,
EFX,Long,9/14/2017,$90.40 ,$96.17 ,9/21/2017,6.38%,2015,
TSLA,Short,9/15/2017,$377.41 ,$357.41 ,9/22/2017,5.30%,2015,
RACE,Short,9/20/2017,$112.87 ,$117.87 ,2/9/2018,-4.43%,2015,
UGLD,Long,9/21/2017,$10.65 ,$11.07 ,10/10/2017,3.94%,2015,
QCOM,Long,9/25/2017,$51.73 ,$54.33 ,10/11/2017,5.03%,2015,
JCP,Long,10/2/2017,$3.46 ,$3.69 ,11/29/2017,6.65%,2015,
TZA,Long,10/3/2017,$13.20 ,$12.48 ,2/5/2018,-5.45%,2015,
AA,Short,10/5/2017,$48.32 ,$44.00 ,11/9/2017,9.00%,2015,
GM,Short,10/9/2017,$45.26 ,$42.26 ,10/30/2017,6.63%,2015,
TTWO,Short,10/12/2017,$103.70 ,$101.60 ,12/4/2017,2.03%,2015,
PCG,Long,10/16/2017,$52.00 ,$55.13 ,10/17/2017,6.01%,2015,
QCOM,Long,10/17/2017,$52.22 ,$53.60 ,10/23/2017,2.34%,2015,
UGLD,Long,10/23/2017,$10.15 ,$10.25 ,12/20/2017,1.00%,2015,
PG,Long,10/24/2017,$86.50 ,$90.16 ,12/4/2017,4.23%,2015,
HMNY,Long,10/30/2017,$9.75 ,$10.75 ,10/31/2017,10.26%,2015,
NFLX,Short,10/31/2017,$196.30 ,$185.00 ,11/29/2017,5.76%,2015,
GE,Long,11/2/2017,$18.92 ,$15.10 ,2/5/2018,-20.10%,2015,
LRCX,Short,11/3/2017,$206.25 ,$194.00 ,11/29/2017,5.94%,2015,
HMNY,Long,11/3/2017,$9.60 ,$11.50 ,11/6/2017,20.00%,2015,
VZ,Long,11/6/2017,$45.30 ,$48.13 ,11/29/2017,6.16%,2015,
TOL,Short,11/10/2017,$48.26 ,$45.45 ,12/5/2017,5.82%,2015,
DCIX,Long,11/14/2017,$5.98 ,$7.50 ,11/15/2017,25.42%,2015,
BBBY,Long,11/16/2017,$20.35 ,$22.65 ,11/29/2017,11.30%,2015,
AAOI,Long,11/22/2017,$41.98 ,$44.50 ,11/30/2017,6.00%,2015,
AMZN,Short,11/27/2017,"$1,212.00 ","$1,152.00 ",11/29/2017,5.00%,2015,
IYT,Short,11/30/2017,$192.75 ,$187.75 ,2/5/2018,2.60%,2015,
FAZ,Long,11/30/2017,$12.12 ,$11.85 ,2/5/2018,-2.20%,2015,
JCI,Long,12/1/2017,$37.49 ,$39.48 ,1/4/2018,5.30%,2015,
INTU,Short,12/4/2017,$155.81 ,$150.95 ,2/9/2018,3.13%,2015,
COST,Short,12/5/2017,$189.45 ,$182.80 ,2/5/2018,3.51%,2015,
USLV,Long,12/7/2017,$9.32 ,$10.00 ,12/13/2017,7.30%,2015,
BX,Long,12/8/2017,$31.82 ,$35.46 ,12/17/2017,7.60%,2015,
WBA,Long,12/8/2017,$70.16 ,$74.51 ,1/2/2018,6.19%,2015,
BABA,Short,12/12/2017,$179.59 ,$169.75 ,12/14/2017,5.48%,2015,
BUD,Long,12/13/2017,$110.50 ,$112.98 ,2/2/2018,2.24%,2015,
ASML,Short,12/14/2017,$172.15 ,$176.78 ,2/9/2018,-2.69%,2015,
ICPT,Long,12/18/2017,$62.14 ,$54.15 ,1/8/2018,-12.85%,2015,
INTC,Long,12/20/2017,$47.50 ,$44.90 ,1/3/2018,5.50%,2015,
FCX,Short,12/26/2017,$18.75 ,$18.02 ,2/2/2018,3.90%,2015,
JBL,Long,12/26/2017,$27.28 ,$28.16 ,1/4/2018,5.47%,2015,
BAC,Short,12/27/2017,$30.02 ,$29.30 ,2/5/2018,2.40%,2015,
DGLD,Long,12/29/2017,$41.03 ,$42.85 ,2/9/2018,4.44%,2015,
USLV,Long,12/29/2017,$23.45 ,$24.60 ,1/23/2018,5.00%,2015,
GILD,Long,1/5/2016,$99.23 ,$92.51 ,1/13/2016,-6.76%,2015,
POT,Long,1/6/2016,$15.77 ,$16.82 ,2/4/2016,6.66%,2015,
JOY,Long,1/6/2016,$10.23 ,$11.08 ,2/4/2016,8.31%,2015,
CMG,Long,1/6/2016,$431.00 ,$474.40 ,2/2/2016,10.06%,2015,
KMI,Long,1/6/2016,$13.82 ,$15.02 ,1/22/2016,8.68%,2015,
AXP,Long,1/7/2016,$63.80 ,$61.10 ,3/18/2016,-4.23%,2015,
QCOM,Long,1/7/2016,$46.93 ,$49.10 ,2/18/2016,4.62%,2015,
FEYE,Long,1/7/2016,$18.22 ,$17.68 ,3/1/2016,-2.96%,2015,
AMBA,Long,1/8/2016,$43.60 ,$46.60 ,2/29/2016,6.88%,2015,
TWTR,Long,1/8/2016,$19.94 ,$20.24 ,3/4/2016,1.51%,2015,
JPM,Long,1/11/2016,$58.75 ,$59.80 ,3/2/2016,1.79%,2015,
DVN,Long,1/12/2016,$25.15 ,$27.25 ,1/22/2016,8.35%,2015,
PANW,Long,1/14/2016,$151.47 ,$155.24 ,1/19/2016,2.50%,2015,
DIS,Long,1/15/2016,$93.50 ,$95.40 ,2/17/2016,2.03%,2015,
JWN,Long,1/19/2016,$45.27 ,$49.36 ,2/8/2016,9.02%,2015,
AMZN,Long,1/20/2016,$560.00 ,$592.00 ,1/22/2016,5.71%,2015,
PANW,Long,1/20/2016,$136.50 ,$150.05 ,1/21/2016,9.93%,2015,
LL,Long,1/26/2016,$12.55 ,$14.55 ,2/1/2016,15.94%,2015,
MU,Long,1/28/2016,$9.88 ,$10.68 ,1/29/2016,8.10%,2015,
KMI,Long,2/2/2016,$14.47 ,$17.47 ,2/17/2016,20.73%,2015,
LL,Short,2/2/2016,$12.73 ,$9.19 ,2/16/2016,9.19%,2015,
V,Long,2/3/2016,$72.96 ,$73.80 ,2/26/2016,1.15%,2015,
AMZN,Long,2/5/2016,$505.17 ,$531.50 ,2/17/2016,5.21%,2015,
TSLA,Long,2/5/2016,$156.00 ,$167.20 ,2/17/2016,7.18%,2015,
NFLX,Long,2/5/2016,$84.90 ,$91.90 ,2/10/2016,8.25%,2015,
GLD,Short,2/8/2016,$123.43 ,$120.90 ,10/4/2016,2.05%,2015,
GOOG,Long,2/8/2016,$667.00 ,$704.50 ,2/17/2016,5.62%,2015,
QLD,Long,2/8/2016,$57.35 ,$61.80 ,2/16/2016,7.76%,2015,
BIB,Long,2/9/2016,$36.89 ,$40.61 ,2/16/2016,10.33%,2015,
SPXU,Long,2/22/2016,$35.05 ,$36.35 ,2/23/2016,3.71%,2015,
SWN,Long,2/24/2016,$5.95 ,$6.60 ,3/3/2016,10.92%,2015,
X,Long,2/24/2016,$7.30 ,$8.30 ,2/26/2016,13.70%,2015,
CA,Short,2/24/2016,$28.98 ,$30.54 ,3/11/2016,-5.38%,2015,
SDS,Long,3/3/2016,$20.20 ,$19.50 ,6/27/2016,-3.47%,2015,
AMZN,Short,3/3/2016,$584.25 ,$548.25 ,3/10/2016,6.16%,2015,
VXX,Long,3/3/2016,$16.52 ,$16.79 ,6/14/2016,1.63%,2015,
TZA,Long,3/4/2016,$40.42 ,$38.90 ,6/16/2016,-3.76%,2015,
DUST,Long,3/7/2016,$3.35 ,$4.30 ,3/9/2016,28.46%,2015,
VLTC,Long,3/8/2016,$4.05 ,$4.60 ,6/7/2016,13.58%,2015,
VRX,Long,3/9/2016,$65.28 ,$69.58 ,3/11/2016,6.58%,2015,
TSLA,Short,3/10/2016,$217.15 ,$214.50 ,5/5/2016,1.22%,2015,
FB,Short,3/15/2016,$111.50 ,$109.50 ,6/27/2016,1.79%,2015,
EUO,Long,3/17/2016,$23.45 ,$23.91 ,5/19/2016,1.96%,2015,
DUST,Long,3/17/2016,$2.90 ,$3.55 ,3/23/2016,22.41%,2015,
